행사명,장소,행사내용,행사시작일자,행사종료일자,행사시작시각,행사종료시각,요금정보,주관기관명,주최기관명,전화번호,후원기관명,객석수,관람요금,입장연령,할인정보,유의사항,홈페이지주소,예매정보,주차장보유여부,소재지도로명주소,소재지지번주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
무용극 반짝반짝 그 찬란한 날 교육공동체관람공연,대구학생문화센터 소극장,무용,2022-04-28,2022-04-29,19:30,20:40,무료,대구학생문화센터,대구학생문화센터,053-231-1333,,157,,8세이상,,"공연시간 20분전 까지 입장+공연 중에는(비디오, 사진) 촬영 금지+공연장 안으로 주류 및 음식물 반입 금지",www.dge.go.kr/dccs,www.dge.go.kr/dccs,Y,대구광역시 달서구 용산로 181,대구광역시 달서구 용산동 230-6,35.8530244,128.5295209,2025-08-26,7240195,대구광역시교육청 대구학생문화센터
직업체험교육프로그램 무대를 만드는 사람들,대구학생문화센터 대공연장,복합,2022-04-27,2022-04-27,10:00,11:50,무료,대구학생문화센터,대구학생문화센터,053-231-1333,,1441,,중고교생,,"공연시간 20분전 까지 입장+공연 중에는(비디오, 사진) 촬영 금지+공연장 안으로 주류 및 음식물 반입 금지",www.dge.go.kr/dccs,www.dge.go.kr/dccs,Y,대구광역시 달서구 용산로 181,대구광역시 달서구 용산동 230-6,35.8530244,128.5295209,2025-08-26,7240195,대구광역시교육청 대구학생문화센터
직업체험교육프로그램 무대를 만드는 사람들,대구학생문화센터 대공연장,복합,2022-04-25,2022-04-29,13:30,15:20,무료,대구학생문화센터,대구학생문화센터,053-231-1333,,1441,,중고교생,,"공연시간 20분전 까지 입장+공연 중에는(비디오, 사진) 촬영 금지+공연장 안으로 주류 및 음식물 반입 금지",www.dge.go.kr/dccs,www.dge.go.kr/dccs,Y,대구광역시 달서구 용산로 181,대구광역시 달서구 용산동 230-6,35.8530244,128.5295209,2025-08-26,7240195,대구광역시교육청 대구학생문화센터
단편소설뮤지컬 쿵짝,대구학생문화센터 대공연장,뮤지컬,2022-05-04,2022-05-11,10:00,11:30,무료,대구학생문화센터,대구학생문화센터,053-231-1333,,1441,,중고교생,,"공연시간 20분전 까지 입장+공연 중에는(비디오, 사진) 촬영 금지+공연장 안으로 주류 및 음식물 반입 금지",www.dge.go.kr/dccs,www.dge.go.kr/dccs,Y,대구광역시 달서구 용산로 181,대구광역시 달서구 용산동 230-6,35.8530244,128.5295209,2025-08-26,7240195,대구광역시교육청 대구학생문화센터
단편소설뮤지컬 쿵짝,대구학생문화센터 대공연장,뮤지컬,2022-05-04,2022-05-11,14:00,15:30,무료,대구학생문화센터,대구학생문화센터,053-231-1333,,1441,,중고교생,,"공연시간 20분전 까지 입장+공연 중에는(비디오, 사진) 촬영 금지+공연장 안으로 주류 및 음식물 반입 금지",www.dge.go.kr/dccs,www.dge.go.kr/dccs,Y,대구광역시 달서구 용산로 181,대구광역시 달서구 용산동 230-6,35.8530244,128.5295209,2025-08-26,7240195,대구광역시교육청 대구학생문화센터
단편소설뮤지컬 쿵짝 교육공동체관람공연,대구학생문화센터 대공연장,뮤지컬,2022-05-05,2022-05-05,14:00,15:30,무료,대구학생문화센터,대구학생문화센터,053-231-1333,,1441,,8세이상,,"공연시간 20분전 까지 입장+공연 중에는(비디오, 사진) 촬영 금지+공연장 안으로 주류 및 음식물 반입 금지",www.dge.go.kr/dccs,www.dge.go.kr/dccs,Y,대구광역시 달서구 용산로 181,대구광역시 달서구 용산동 230-6,35.8530244,128.5295209,2025-08-26,7240195,대구광역시교육청 대구학생문화센터
단편소설뮤지컬 쿵짝 교육공동체관람공연,대구학생문화센터 대공연장,뮤지컬,2022-05-05,2022-05-05,18:00,19:30,무료,대구학생문화센터,대구학생문화센터,053-231-1333,,1441,,8세이상,,"공연시간 20분전 까지 입장+공연 중에는(비디오, 사진) 촬영 금지+공연장 안으로 주류 및 음식물 반입 금지",www.dge.go.kr/dccs,www.dge.go.kr/dccs,Y,대구광역시 달서구 용산로 181,대구광역시 달서구 용산동 230-6,35.8530244,128.5295209,2025-08-26,7240195,대구광역시교육청 대구학생문화센터
대구학생아트메이커페스타 <더콘서트 시네마&애니메이션뮤직>,대구학생문화센터 대공연장,클래식,2022-05-24,2022-05-27,14:00,15:20,무료,대구학생문화센터,대구학생문화센터,053-231-1333,,1441,,초중고교생,,"공연시간 20분전 까지 입장+공연 중에는(비디오, 사진) 촬영 금지+공연장 안으로 주류 및 음식물 반입 금지",www.dge.go.kr/dccs,www.dge.go.kr/dccs,Y,대구광역시 달서구 용산로 181,대구광역시 달서구 용산동 230-6,35.8530244,128.5295209,2025-08-26,7240195,대구광역시교육청 대구학생문화센터
뮤지컬 온새미로,대구학생문화센터 대공연장,뮤지컬,2022-06-03,2022-06-10,10:00,11:20,무료,대구학생문화센터,대구학생문화센터,053-231-1333,,1441,,중고교생,,"공연시간 20분전 까지 입장+공연 중에는(비디오, 사진) 촬영 금지+공연장 안으로 주류 및 음식물 반입 금지",www.dge.go.kr/dccs,www.dge.go.kr/dccs,Y,대구광역시 달서구 용산로 181,대구광역시 달서구 용산동 230-6,35.8530244,128.5295209,2025-08-26,7240195,대구광역시교육청 대구학생문화센터
뮤지컬 온새미로,대구학생문화센터 대공연장,뮤지컬,2022-06-03,2022-06-10,14:00,15:20,무료,대구학생문화센터,대구학생문화센터,053-231-1333,,1441,,중고교생,,"공연시간 20분전 까지 입장+공연 중에는(비디오, 사진) 촬영 금지+공연장 안으로 주류 및 음식물 반입 금지",www.dge.go.kr/dccs,www.dge.go.kr/dccs,Y,대구광역시 달서구 용산로 181,대구광역시 달서구 용산동 230-6,35.8530244,128.5295209,2025-08-26,7240195,대구광역시교육청 대구학생문화센터
교과서 쏙 클래식 클라쓰,대구학생문화센터 소극장,음악,2022-06-21,2022-07-01,10:00,11:40,무료,대구학생문화센터,대구학생문화센터,053-231-1333,,157,,초중학생,,"공연시간 20분전 까지 입장+공연 중에는(비디오, 사진) 촬영 금지+공연장 안으로 주류 및 음식물 반입 금지",www.dge.go.kr/dccs,www.dge.go.kr/dccs,Y,대구광역시 달서구 용산로 181,대구광역시 달서구 용산동 230-6,35.8530244,128.5295209,2025-08-26,7240195,대구광역시교육청 대구학생문화센터
교과서 쏙 클래식 클라쓰,대구학생문화센터 소극장,음악,2022-06-21,2022-07-01,13:00,14:40,무료,대구학생문화센터,대구학생문화센터,053-231-1333,,157,,초중학생,,"공연시간 20분전 까지 입장+공연 중에는(비디오, 사진) 촬영 금지+공연장 안으로 주류 및 음식물 반입 금지",www.dge.go.kr/dccs,www.dge.go.kr/dccs,Y,대구광역시 달서구 용산로 181,대구광역시 달서구 용산동 230-6,35.8530244,128.5295209,2025-08-26,7240195,대구광역시교육청 대구학생문화센터
넌센스,보령문화예술회관 대공연장,뮤지컬,2024-11-23,2024-11-23,14:00,16:00,유료,충청남도 보령시청,충청남도 보령시청,041-930-3427,,798,,7세이상,,,www.brcn.go.kr/art.do,www.brcn.go.kr/art.do,Y,충청남도 보령시 성주산로 101,충청남도 보령시 명천동 269-21,36.333858,126.614582,2025-07-14,4510000,충청남도 보령시
제22회 보령시립소년소녀합창단 정기연주회,보령문화예술회관 대공연장,합창단 정기연주회,2024-11-28,2024-11-28,19:30,20:50,무료,충청남도 보령시청,충청남도 보령시청,041-930-3427,,798,,6세이상,,,www.brcn.go.kr/art.do,www.brcn.go.kr/art.do,Y,충청남도 보령시 성주산로 101,충청남도 보령시 명천동 269-21,36.333858,126.614582,2025-07-14,4510000,충청남도 보령시
제28회 보령시립성인합창단 정기연주회,보령문화예술회관 대공연장,합창단 정기연주회,2024-12-05,2024-12-05,19:30,20:55,무료,충청남도 보령시청,충청남도 보령시청,041-930-3427,,798,,6세이상,,,www.brcn.go.kr/art.do,www.brcn.go.kr/art.do,Y,충청남도 보령시 성주산로 101,충청남도 보령시 명천동 269-21,36.333858,126.614582,2025-07-14,4510000,충청남도 보령시
보령 송년콘서트,보령문화예술회관 대공연장,송년 콘서트,2024-12-07,2024-12-07,19:00,21:00,유료,충청남도 보령시청,충청남도 보령시청,041-930-3427,,798,,10세이상,,,www.brcn.go.kr/art.do,www.brcn.go.kr/art.do,Y,충청남도 보령시 성주산로 101,충청남도 보령시 명천동 269-21,36.333858,126.614582,2025-07-14,4510000,충청남도 보령시
제7회 프랜들리 뮤직콘서트,보령문화예술회관 대공연장,보령 청년 오케스트라 공연,2024-12-13,2024-12-13,19:00,21:00,무료,충청남도 보령시청,한국음악협회 보령시지부,041-930-3427,,798,,6세이상,,,www.brcn.go.kr/art.do,www.brcn.go.kr/art.do,Y,충청남도 보령시 성주산로 101,충청남도 보령시 명천동 269-21,36.333858,126.614582,2025-07-14,4510000,충청남도 보령시
제1회 보령 학생 행복예술제,보령문화예술회관 대공연장,학생 예술제,2024-12-18,2024-12-18,14:00,16:30,무료,충청남도 보령시청,충청남도보령교육지원청,041-930-3427,,798,,6세이상,,,www.brcn.go.kr/art.do,www.brcn.go.kr/art.do,Y,충청남도 보령시 성주산로 101,충청남도 보령시 명천동 269-21,36.333858,126.614582,2025-07-14,4510000,충청남도 보령시
보령 시민연합필하모닉 오케스트라 제5회 정기연주회,보령문화예술회관 대공연장,오케스트라 공연,2024-12-29,2024-12-29,17:00,19:00,무료,충청남도 보령시청,충청남도보령교육지원청,041-930-3427,,798,,6세이상,,,www.brcn.go.kr/art.do,www.brcn.go.kr/art.do,Y,충청남도 보령시 성주산로 101,충청남도 보령시 명천동 269-21,36.333858,126.614582,2025-07-14,4510000,충청남도 보령시
2025 보령 신년음악회,보령문화예술회관 대공연장,신년음악회,2025-01-18,2025-01-18,19:00,20:30,유료,충청남도 보령시청,충청남도 보령시청,041-930-3427,,798,,8세이상,,,www.brcn.go.kr/art.do,www.brcn.go.kr/art.do,Y,충청남도 보령시 성주산로 101,충청남도 보령시 명천동 269-21,36.333858,126.614582,2025-07-14,4510000,충청남도 보령시
문나이트,보령문화예술회관 대공연장,케이팝 댄스 뮤지컬,2025-02-14,2025-02-14,19:00,21:00,유료,충청남도 보령시청,충청남도 보령시청,041-930-3427,,798,,8세이상,,,www.brcn.go.kr/art.do,www.brcn.go.kr/art.do,Y,충청남도 보령시 성주산로 101,충청남도 보령시 명천동 269-21,36.333858,126.614582,2025-07-14,4510000,충청남도 보령시
봄인디 보러와유,보령문화예술회관 대공연장,인디밴드 콘서트,2025-03-07,2025-03-07,19:00,21:00,유료,충청남도 보령시청,충청남도 보령시청,041-930-3427,,798,,12세이상,,,www.brcn.go.kr/art.do,www.brcn.go.kr/art.do,Y,충청남도 보령시 성주산로 101,충청남도 보령시 명천동 269-21,36.333858,126.614582,2025-07-14,4510000,충청남도 보령시
꽃 별이 지나,보령문화예술회관 대공연장,연극,2025-04-18,2025-04-18,19:30,21:10,유료,충청남도 보령시청,충청남도 보령시청,041-930-3427,,798,,14세이상,,,www.brcn.go.kr/art.do,www.brcn.go.kr/art.do,Y,충청남도 보령시 성주산로 101,충청남도 보령시 명천동 269-21,36.333858,126.614582,2025-07-14,4510000,충청남도 보령시
유네스코 세계가 인정한 우리 음악과 춤,보령문화예술회관 대공연장,국악,2025-05-30,2025-05-30,19:30,20:40,유료,충청남도 보령시청,국립국악원,041-930-3427,,798,,6세이상,,,www.brcn.go.kr/art.do,www.brcn.go.kr/art.do,Y,충청남도 보령시 성주산로 101,충청남도 보령시 명천동 269-21,36.333858,126.614582,2025-07-14,4510000,충청남도 보령시
추가열 콘서트,보령문화예술회관,콘서트,2025-06-13,2025-06-13,19:30,21:30,유료,충청남도 보령시청,충청남도 보령시시청,041-930-3427,,798,,8세이상,,,www.brcn.go.kr/art.do,www.brcn.go.kr/art.do,Y,충청남도 보령시 성주산로 101,충청남도 보령시 명천동 269-21,36.333858,126.614582,2025-07-14,4510000,충청남도 보령시
라이어,보령문화예술회관,연극,2025-06-19,2025-06-19,19:30,21:00,유료,충청남도 보령시청,충청남도 보령시시청,041-930-3427,,798,,14세이상,,,www.brcn.go.kr/art.do,www.brcn.go.kr/art.do,Y,충청남도 보령시 성주산로 101,충청남도 보령시 명천동 269-21,36.333858,126.614582,2025-07-14,4510000,충청남도 보령시
라이어,보령문화예술회관,연극,2025-06-20,2025-06-20,19:30,21:00,유료,충청남도 보령시청,충청남도 보령시시청,041-930-3427,,798,,14세이상,,,www.brcn.go.kr/art.do,www.brcn.go.kr/art.do,Y,충청남도 보령시 성주산로 101,충청남도 보령시 명천동 269-21,36.333858,126.614582,2025-07-14,4510000,충청남도 보령시
엄마 까투리,보령문화예술회관,콘서트,2025-07-12,2025-07-12,10:30,11:20,유료,충청남도 보령시청,충청남도 보령시시청,041-930-3427,,798,,4세이상,,,www.brcn.go.kr/art.do,www.brcn.go.kr/art.do,Y,충청남도 보령시 성주산로 101,충청남도 보령시 명천동 269-21,36.333858,126.614582,2025-07-14,4510000,충청남도 보령시
출동 수퍼윙스,보령문화예술회관,콘서트,2025-07-12,2025-07-12,14:00,14:50,유료,충청남도 보령시청,충청남도 보령시시청,041-930-3427,,798,,4세이상,,,www.brcn.go.kr/art.do,www.brcn.go.kr/art.do,Y,충청남도 보령시 성주산로 101,충청남도 보령시 명천동 269-21,36.333858,126.614582,2025-07-14,4510000,충청남도 보령시
제16회 DIMF 공식초청작 뮤지컬 스페셜5,대구학생문화센터 대공연장,뮤지컬,2022-06-24,2022-06-24,13:30,15:20,무료,대구학생문화센터,대구학생문화센터,053-231-1333,,1441,,중고교생,,"공연시간 20분전 까지 입장+공연 중에는(비디오, 사진) 촬영 금지+공연장 안으로 주류 및 음식물 반입 금지",www.dge.go.kr/dccs,www.dge.go.kr/dccs,Y,대구광역시 달서구 용산로 181,대구광역시 달서구 용산동 230-6,35.8530244,128.5295209,2025-08-26,7240195,대구광역시교육청 대구학생문화센터
영남국악관현악단의 한 여름 밤의 국악 콘서트,대구학생문화센터 대공연장,국악,2022-07-07,2022-07-13,10:00,11:20,무료,대구학생문화센터,대구학생문화센터,053-231-1333,,1441,,중고교생,,"공연시간 20분전 까지 입장+공연 중에는(비디오, 사진) 촬영 금지+공연장 안으로 주류 및 음식물 반입 금지",www.dge.go.kr/dccs,www.dge.go.kr/dccs,Y,대구광역시 달서구 용산로 181,대구광역시 달서구 용산동 230-6,35.8530244,128.5295209,2025-08-26,7240195,대구광역시교육청 대구학생문화센터
영남국악관현악단의 한 여름 밤의 국악 콘서트,대구학생문화센터 대공연장,국악,2022-07-07,2022-07-13,14:00,15:20,무료,대구학생문화센터,대구학생문화센터,053-231-1333,,1441,,중고교생,,"공연시간 20분전 까지 입장+공연 중에는(비디오, 사진) 촬영 금지+공연장 안으로 주류 및 음식물 반입 금지",www.dge.go.kr/dccs,www.dge.go.kr/dccs,Y,대구광역시 달서구 용산로 181,대구광역시 달서구 용산동 230-6,35.8530244,128.5295209,2025-08-26,7240195,대구광역시교육청 대구학생문화센터
뮤지컬 하모니,보령문화예술회관 대공연장,뮤지컬,2023-11-24,2023-11-24,19:00,20:50,유료,충청남도 보령시청,충청남도 보령시청,041-930-3427,,798,,8세이상,,,www.brcn.go.kr/art.do,www.brcn.go.kr/art.do,Y,충청남도 보령시 성주산로 101,충청남도 보령시 명천동 269-21,36.333858,126.614582,2025-07-14,4510000,충청남도 보령시
